Nombre del Producto,Identificador (No Cambiar),Es un Servicio,Se Vende,Descripción,Categoría,Marca,Unidad de Venta,Código de Barras,SKU,Variantes de Tamaño,Variantes de Color,Variantes de Material,Variantes de Estilo,Usa Lotes,Lote,Fabricación del Lote,Caducidad del Lote,Utiliza Stock,Stock Total ,Stock Mínimo ,Stock Apartado ,Ubicación ,Precio Público,Precio PERSONAL,Precio DESCUENTO PROMOCION,Costo,Impuestos,IVA,IEPS,Clave SAT,Receta Médica,Catálogo en Línea
BUDESONIDA 0.250MG/ 2ML SUSPENSION INYECTABLE C/U,budesonida-0-250mg-2ml-suspension-c-u,No,Si,PISA,MEDICAMENTO,,Unidad,,,,,,,No,,,,Si,0.00,2.00,,,$ 45.00,$ 30.00,,$ 30.00,No,,,,No,Si
BUDESONIDA 0.250 MG/2 ML SUSPENSION ,budesonida-0250-mgml-suspension,No,Si,NOVAG,MEDICAMENTO,,Unidad,7501075724707,,,,,,Si,,,,Si,0.00,,,,$ 250.00,$ 160.00,,$ 160.00,No,,,,No,Si
BUDESONIDA 0.250MG/2ML SOLUCION INYECTABLE,budesonida-0-250mg-2ml-solucion-inyectable,No,Si,AMSA,MEDICAMENTO,,Unidad,7501349023987,,,,,,Si,,,,Si,0.00,,,,$ 290.00,$ 168.00,,$ 167.09,No,,,,No,Si
BUDESONIDA 0.125 mg/mL SUSPENSION,budesonida-0125-mgml-suspension,No,Si,NOVAG,MEDICAMENTO,,Unidad,7501075726251,,,,,,Si,,,,Si,0.00,,,,$ 225.00,$ 135.00,,$ 134.99,No,,,,No,Si
BROMURO DE PINAVERIO-DIMETICONA 100mg/300mg CAPSULAS (32),bromuro-de-pinaverio-dimeticona-100mg300mg-capsulas,No,Si,PHARMA,MEDICAMENTO,,Unidad,7502227426456,,,,,,Si,,,,Si,0.00,,,,$ 280.00,$ 207.00,,$ 206.19,No,,,,No,Si
BROMURO DE PINAVERIO/ DIMETICONA 100MG/300MG CAPSULA,bromuro-de-pinaverio-dimeticona-100mg-300mg-capsula,No,Si,PROGELA,MEDICAMENTO,PROGELA,Unidad,7503027446248,,,,,,Si,T0889,,01/09/2027,Si,0.00,,0.00,,$ 240.00,$ 107.00,,$ 106.89,No,,,,No,Si
BROMURO DE PINAVERIO/ DIMETICONA 100MG/300MG CAPSULA,bromuro-de-pinaverio-dimeticona-100mg-300mg-capsula,No,Si,PROGELA,MEDICAMENTO,PROGELA,Unidad,7503027446248,,,,,,Si,T0891,,01/09/2027,Si,2.00,,0.00,,$ 240.00,$ 107.00,,$ 106.89,No,,,,No,Si
BROMURO DE PINAVERIO/ DIMETICONA 100MG/300MG CAPSULA,bromuro-de-pinaverio-dimeticona-100mg-300mg-capsula_2,No,Si,MAVER,MEDICAMENTO,,Unidad,7502009748219,,,,,,Si,,,,Si,0.00,,,,$ 240.00,$ 97.00,,$ 96.09,No,,,,No,Si
BROMURO DE PINAVERIO CON DIMETICONA 100MG/300MG CAPSULAS,bromuro-de-pinaverio-con-dimeticona-100mg300mg-capsulas,No,Si,GEL PHARMA,MEDICAMENTO,GELPHARMA,Unidad,7502227426449,,,,,,Si,,,,Si,0.00,,,,$ 240.00,$ 103.00,,$ 102.00,No,,,,No,Si
BROMURO DE PINAVERIO 100MG TABLETA,bromuro-de-pinaverio-100mg-tableta,No,Si,MAVI,MEDICAMENTO,,Unidad,785118753771,,,,,,Si,4F1140,,01/06/2026,Si,0.00,,0.00,,$ 95.00,$ 32.19,,$ 32.19,No,,,,No,Si
BROMURO DE PINAVERIO 100MG TABLETA,bromuro-de-pinaverio-100mg-tableta_2,No,Si,RAAM,MEDICAMENTO,,Unidad,7502227876039,,,,,,Si,,,,Si,0.00,,,,$ 95.00,$ 29.00,,$ 28.69,No,,,,No,Si
BROMURO DE PINAVERIO 100MG TABLETA,bromuro-de-pinaverio-100mg-tableta_3,No,Si,,MEDICAMENTO,SCHOEN,Unidad,7506494600328,,,,,,Si,167065,,01/06/2027,Si,1.00,,0.00,,$ 95.00,$ 18.00,,$ 17.69,No,,,,No,Si
BROMURO DE IPRATROPIO/SALBUTAMOL 0.5MG-2.5MG/2.5 ML SOLUCION INYECTABLE C/U,bromuro-de-ipatropio-salbutamol-0-5mg-2-5mg-2-5-ml-inyectable-c-u,No,Si,AMSA,MEDICAMENTO,,Unidad,106,,,,,,No,,,,Si,0.00,1.00,,,$ 65.00,$ 8.00,,$ 7.30,No,,,,No,Si
BROMURO DE IPRATROPIO-SALBUTAMOL 0.5mg/2.5mg/2.5 mL,bromuro-de-ipratropio-salbutamol-05mg25mg25-ml,No,Si,AMSA,MEDICAMENTO,,Unidad,7501349029330,,,,,,Si,,,,Si,0.00,,,,$ 300.00,$ 77.00,,$ 76.29,No,,,,No,Si
BROMURO DE IPATROPIO 20MG AEROSOL,bromuro-de-ipatropio-20mg-aerosol,No,Si,FARMACEUTICA HISPANOAMERICANA,MEDICAMENTO,HISPANOAMERICANA,Unidad,7502213042745,,,,,,Si,4B150,,01/03/2027,Si,2.00,,0.00,,$ 240.00,$ 96.00,,$ 95.49,No,,,,No,Si
BOLSA RECOLECTORA ORINA C/U INFANTIL (NIÑO/NIÑA),bolsa-recolectora-orina-c-u,No,Si,,MATERIAL DE CURACION,,Unidad,68,,,,,,No,,,,Si,91.00,0.00,,,$ 15.00,$ 5.95,,$ 5.95,No,,,,No,Si
BOLSA RECOLECTORA DE ORINA ADULTO,bolsa-recolectora-de-orina-adulto,No,Si,,MATERIAL DE CURACION,,Unidad,,,,,,,No,,,,Si,3.00,,,,$ 160.00,,,$ 60.00,No,,,,No,Si
BISTURI,bisturi_2,No,Si,,MATERIAL DE CURACION,,Unidad,1,,,,,,No,,,,Si,8.00,0.00,,,$ 50.00,$ 20.00,,$ 20.00,No,,,,No,Si
BIOMIVIT-400 CAPSULA,biomivit-400-capsula,No,Si,BIOMIRAL,MEDICAMENTO,FARMIRAL,Unidad,7500326108754,,,,,,Si,25C0083,,01/09/2027,Si,2.00,,0.00,,$ 170.00,$ 68.00,,$ 67.96,No,,,,No,Si
BIOFOLIC-400 TABLETA,biofolic-400-tableta,No,Si,FARMIRAL,MEDICAMENTO,FARMIRAL,Unidad,7503020089275,,,,,,Si,25F0139,,01/05/2028,Si,2.00,,0.00,,$ 165.00,$ 53.00,,$ 53.00,No,,,,No,Si
BEZAFIBRATO 200MG TABLETAS (30),bezafibrato-200mg-tabletas-30,No,Si,,MEDICAMENTO,MAVER,Unidad,7503000422498,,,,,,Si,251660,,01/04/2027,Si,3.00,,0.00,,$ 98.00,$ 27.00,,$ 26.89,No,,,,No,Si
BEZAFIBRATO 200 MG TABLETAS (30),bezafibrato-200-mg-tabletas,No,Si,NOVAG,MEDICAMENTO,NOVAG,Unidad,7501075718546,,,,,,Si,450095,,01/05/2027,Si,0.00,,0.00,,$ 98.00,$ 28.00,,$ 27.19,No,,,,No,Si
BEZAFIBRATO 200MG TABLETA(30),bezafibrato-200mg-tableta,No,Si,MAVER,MEDICAMENTO,NEOLPHARMA,Unidad,7501384504915,,,,,,Si,,,,Si,0.00,,,,$ 98.00,$ 24.00,,$ 23.69,No,,,,No,Si
BETAMETASONA/METOCARBAMOL/INDOMETACINA 0.75MG/215MG/25MG TABLETA,betametasonametocarbamolindometacina-075mg215mg25mg-tableta,No,Si,,MEDICAMENTO,SCHOEN,Unidad,7506494600397,,,,,,Si,225085,,01/08/2027,Si,2.00,,0.00,,$ 120.00,$ 17.00,,$ 16.79,No,,,,No,Si
BETAMETASONA-INDOMETACINA-METOCARBAMOL 25MG/0.75MG/215MG CAPSULA,indometacina-betametasona-metocarbamol-25mg-0-75mg-215mg-capsula,No,Si,SON'S,MEDICAMENTO,SON´S,Unidad,7502001162426,,,,,,Si,25113077,,01/11/2027,Si,0.00,,0.00,,$ 120.00,$ 61.00,,$ 60.19,No,,,,No,Si
BETAMETASONA/INDOMETACINA/ METOCARBAMOL 215MG/ 25MG/ 0.75MG TABLETA,metocarbamol-indometacina-betametasona-215mg-25mg-0-75mg-tableta,No,Si,,MEDICAMENTO,SCHOEN,Unidad,821998000519,,,,,,Si,141055,,01/05/2027,Si,1.00,,0.00,,$ 120.00,$ 17.00,,$ 16.79,No,,,,No,Si
BETAMETASONA-INDOMETACINA-METOCARBAMOL 0.75mg/25mg/215mg CÁPSULA,betametasona-indometacina-metocarbamol-075mg25mg215mg-capsula,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009746420,,,,,,Si,252492,,01/05/2027,Si,0.00,,0.00,,$ 120.00,$ 34.00,,$ 33.29,No,,,,No,Si
BETAMETASONA/ CLOTRIMAZOL/ GENTAMICINA 50MG/1.0G/0.01G CREMA,betametasona-clotrimazol-gentamicina-50mg-1-0g-0-01g-crema,No,Si,SON'S,MEDICAMENTO,,Unidad,7502001166066,,,,,,Si,25030862,,01/03/2027,Si,0.00,,0.00,,$ 45.00,$ 21.00,,$ 20.19,No,,,,No,Si
BETAMETASONA 8MG/2ML SOLUCION INYECTABLE,betametasona-8mg-2ml-inyectable,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009740916,,,,,,Si,253550,,01/07/2027,Si,7.00,,0.00,,$ 105.00,$ 26.00,,$ 25.59,No,,,,No,Si
BETAMETASONA 8MG/2ML SOLUCION INYEC,betametasona-8mg2ml-solucion-inyec,No,Si,,MEDICAMENTO,HISPANOAMERICANA,Unidad,7502213040826,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 22.00,,$ 21.19,No,,,,No,Si
BETAHISTINA 24MG TABLETAS (30),betahistina-24mg-tabletas,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009747373,,,,,,Si,253712,,01/07/2027,Si,0.00,,0.00,,$ 215.00,$ 65.00,,$ 64.29,No,,,,No,Si
BETAHISTINA 24MG TABLETAS (30),betahistina-24mg-tabletas,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009747373,,,,,,Si,254840,,01/08/2027,Si,3.00,,0.00,,$ 215.00,$ 65.00,,$ 64.29,No,,,,No,Si
BETAHISTINA 24mG TABLETA (30),betahistina-24mg-tableta,No,Si,AMSA,MEDICAMENTO,AMSA,Unidad,7501349029965,,,,,,Si,U25Y340,,01/05/2027,Si,0.00,,0.00,,$ 215.00,$ 60.00,,$ 59.39,No,,,,No,Si
BENZONATATO 100MG CAPSULAS,benzonatato-100mg-capsulas,No,Si,GELCAPS,MEDICAMENTO,,Unidad,7501277060139,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 33.00,,$ 32.95,No,,,,No,Si
BENZONATATO 100MG CAPSULA (20),benzonatato-100mg-capsulas-20,No,Si,GEL PHARMA,MEDICAMENTO,GELPHARMA,Unidad,7502227424377,,,,,,Si,252471,,01/11/2027,Si,1.00,,0.00,,$ 100.00,$ 24.00,,$ 23.49,No,,,,No,Si
BENZONATATO 100MG CAPSULA (20),benzonatato-100mg-capsulas-20,No,Si,GEL PHARMA,MEDICAMENTO,GELPHARMA,Unidad,7502227424377,,,,,,Si,251840,,01/08/2027,Si,1.00,,0.00,,$ 100.00,$ 24.00,,$ 23.49,No,,,,No,Si
BENZOCAINA 0.1G GEL,benzocaina-0-1g-gel,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009747205,,,,,,Si,252856,,01/06/2027,Si,1.00,,0.00,,$ 93.00,$ 40.00,,$ 39.49,No,,,,No,Si
"BENCILPENICILINA 800,000 UI SOLUCION INYECTABLE",bencilpenicilina-800-000-ui-inyectable,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349021495,,,,,,Si,I25E010,,01/10/2026,Si,0.00,,0.00,,$ 98.00,$ 20.00,,$ 19.89,No,,,,Si,Si
"BENCILPENICILINA 800,000 UI SOLUCION INYECTABLE",bencilpenicilina-800-00-iu-inyectable,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349011175,,,,,,Si,I25J005,,01/06/2027,Si,0.00,,0.00,,$ 98.00,$ 22.00,,$ 21.89,No,,,,Si,Si
"BENCILPENICILINA 400,000 UI SOLUCION INYECTABLE",bencilpenicilina-400-000-ui-inyectable,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349022966,,,,,,Si,,,,Si,0.00,,,,$ 88.00,$ 9.00,,$ 8.02,No,,,,Si,Si
"BENCILPENICILINA 400,000 UI SOLUCION INYECTABLE",bencilpenicilina-400-000-ui-inyectable_2,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349012172,,,,,,Si,I25M045,,01/10/2026,Si,1.00,,0.00,,$ 88.00,$ 15.00,,$ 14.49,No,,,,Si,Si
"BENCILPENICILINA 400,000 UI SOLUCION INYECTABLE",bencilpenicilina-400-000-ui-inyectable_2,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349012172,,,,,,Si,I24N195,,01/10/2026,Si,1.00,,0.00,,$ 88.00,$ 15.00,,$ 14.49,No,,,,Si,Si
"BENCILPENICILINA 1,200,00 UI SOLUCION INYECTABLE ",bencilpenicilina-1-200-00-iu-solucion-inyectable,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349025288,,,,,,Si,I25A063,,01/03/2027,Si,1.00,,0.00,,$ 100.00,$ 22.00,,$ 21.89,No,,,,Si,Si
"BENCILPENICILINA 1,200,000 UI SOLUCION INYECTABLE",bencilpenicilina-1-200-000-iu-inyectable,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349025271,,,,,,Si,I25T008,,01/06/2027,Si,1.00,,0.00,,$ 100.00,$ 22.00,,$ 21.89,No,,,,Si,Si
BENCIDAMINA 45MG/30ML SOLUCION SPRAY,bencidamida-45mg30ml-solucion-spray,No,Si,MAVI ,MEDICAMENTO,,Unidad,785118754235,,,,,,Si,,,,Si,0.00,,,,$ 80.00,$ 29.00,,$ 28.10,No,,,,No,Si
BENCIDAMINA 0.15G/100ML SOLUCIÓN,bencidamida-015g100ml-solucion,No,Si,BIOBEND,MEDICAMENTO,BIOMEP,Unidad,7501573906469,,,,,,Si,,,,Si,0.00,,,,$ 130.00,$ 43.00,,$ 42.69,No,,,,No,Si
BENCIDAMINA 0.15G/100ML SOLUCION,bencidamina-0-15g-100ml-solucion,No,Si,LABORATORIO RUSSEK ,MEDICAMENTO,LOEFFLER,Unidad,7502211784197,,,,,,Si,R2505657,,01/05/2027,Si,0.00,,0.00,,$ 130.00,$ 53.00,,$ 52.19,No,,,,No,Si
BENCIDAMINA 0.15G/100ML SOLUCION,bencidamina-0-15g-100ml-solucion,No,Si,LABORATORIO RUSSEK ,MEDICAMENTO,LOEFFLER,Unidad,7502211784197,,,,,,Si,R251433,,01/10/2027,Si,1.00,,0.00,,$ 130.00,$ 53.00,,$ 52.19,No,,,,No,Si
BENCIDAMIDA 0.15G/100 ML SOLUCION SPRAY,bencidamida,No,Si,,MEDICAMENTO,LOEFFLER,Unidad,7502211789031,,,,,,Si,,,,Si,0.00,,,,$ 80.00,$ 27.00,,$ 26.99,No,,,,No,Si
BAÑO COLOIDE 90G POLVO,bano-coloide-90g-polvo,No,Si,SERRAL,MEDICAMENTO,,Unidad,7501258205078,,,,,,Si,250088,,01/01/2028,Si,1.00,,0.00,,$ 100.00,$ 42.00,,$ 41.09,No,,,,No,Si
BAÑO COLOIDE 90G POLVO,bano-coloide-90g-polvo_2,No,Si,ARLEX,MEDICAMENTO,,Unidad,7501672690139,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 28.00,,$ 27.50,No,,,,No,Si
AZITROMICINA 500MG TABLETA (4),azitromicina-500mg-tableta-4,No,Si,,ANTIBIOTICO,RAAM,Unidad,7502227871355,,,,,,Si,RC285,,01/10/2026,Si,2.00,,0.00,,$ 165.00,$ 30.00,,$ 29.49,No,,,,Si,Si
AZITROMICINA 200MG/5ML SUSPENSION,azitromicina-200mg-5ml-suspension,No,Si,SERRAL,ANTIBIOTICO,SERRAL,Unidad,7501258210393,,,,,,Si,250936,,01/06/2027,Si,1.00,,0.00,,$ 210.00,$ 66.00,,$ 65.29,No,,,,Si,Si
ATORVASTATINA  40 mg TABLETAS (20),atorvastatina-40-mg-tabletas-20,No,Si,SONS,MEDICAMENTO,,Unidad,7502001167049,,,,,,Si,,,,Si,0.00,,,,$ 205.00,$ 44.00,,$ 43.49,No,,,,No,Si
ATORVASTATINA 40MG TABLETA (15),atorvastatina-40mf-tableta,No,Si,COLLINS,MEDICAMENTO,,Unidad,780083148942,,,,,,Si,,,,Si,0.00,,,,$ 185.00,$ 38.00,,$ 37.99,No,,,,No,Si
ATORVASTATINA 40MG TABLETA (10),atorvastatina-40mg-tableta,No,Si,MAVI,MEDICAMENTO,MAVI,Unidad,785120754858,,,,,,Si,5J1861,,01/10/2027,Si,3.00,,0.00,,$ 125.00,$ 38.00,,$ 37.60,No,,,,No,Si
ATORVASTATINA 40MG TABLETA (10),atorvastatina-tab-40-mg-10,No,Si,AMSA,MEDICAMENTO,AMSA,Unidad,7501349028913,,,,,,Si,U25T051,,01/10/2027,Si,0.00,,0.00,,$ 125.00,$ 22.00,,$ 21.89,No,,,,No,Si
ATORVASTATINA 10MG TABLETA,atorvastatina-10mg-tableta,No,Si,MAVER,MEDICAMENTO,,Unidad,7502009744884,,,,,,Si,,,,Si,0.00,,,,$ 80.00,$ 24.00,,$ 24.00,No,,,,No,Si
ANIMALIN HIERRO,animalin-hierro,No,Si,NATUREX,MEDICAMENTO,,Unidad,7502259890072,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 37.00,,$ 37.00,No,,,,No,Si
AMPICILINA 500MG TABLETA,ampicilina-500mg-tableta,No,Si,AMSA,ANTIBIOTICO,,Unidad,7501349021594,,,,,,Si,Q0725587,,01/07/2027,Si,2.00,,0.00,,$ 100.00,$ 31.00,,$ 30.49,No,,,,Si,Si
AMPICILINA 500MG CAPSULA,ampicilina-500-mg-capsula,No,Si,WANDEL,ANTIBIOTICO,,Unidad,7503001007168,,,,,,Si,C5367,,01/07/2027,Si,0.00,,0.00,,$ 100.00,$ 31.00,,$ 30.49,No,,,,Si,Si
AMOXICILINA/ ACIDO CLAVULANICO 500MG-125MG TABLETA (10),amoxicilina-acido-clavulanico-500mg-125mg-tableta,No,Si,MAVER,ANTIBIOTICO,MAVER,Unidad,7502009740992,,,,,,Si,256317,,01/11/2027,Si,3.00,,0.00,,$ 135.00,$ 51.00,,$ 50.99,No,,,,Si,Si
AMOXICILINA/ ACIDO CLAVULANICO 500m/125mg TABLETA (12),amoxicilina-acido-clavulanico-500m125mg-tabletas-12,No,Si,,ANTIBIOTICO,MAVER,Unidad,7502009745010,,,,,,Si,252708,,01/05/2027,Si,0.00,,0.00,,$ 155.00,$ 50.00,,$ 49.89,No,,,,Si,Si
AMOXICILINA/ ACIDO CLAVULANICO 400MG-57MG/5ML  SUSPENSION,amoxicilina-acido-clavulanico-400mg-57mg-5ml-suspension,No,Si,(JUNIOR),ANTIBIOTICO,MAVER,Unidad,7502009740503,,,,,,Si,251665,,01/04/2027,Si,1.00,,0.00,,$ 125.00,$ 32.00,,$ 31.79,No,,,,Si,Si
AMOXICILINA/ ACIDO CLAVULANICO 400MG-57MG/5ML  SUSPENSION,amoxicilina-acido-clavulanico-400mg-57mg-5ml-suspension,No,Si,(JUNIOR),ANTIBIOTICO,MAVER,Unidad,7502009740503,,,,,,Si,256540,,01/11/2027,Si,1.00,,0.00,,$ 125.00,$ 32.00,,$ 31.79,No,,,,Si,Si
AMOXICILINA/ ACIDO CLAVULANICO 400MG-57MG/5ML SUSPENSION,amoxicilina-acido-clavulanico-400mg-57mg-5ml-suspension_2,No,Si,WANDEL- (JUNIOR),ANTIBIOTICO,,Unidad,7503001007182,,,,,,Si,,,,Si,0.00,,,,$ 125.00,$ 32.00,,$ 31.39,No,,,,Si,Si
AMOXICILINA/ ACIDO CLAVULANICO 200MG-28.5/5ML SUSPENSION ,amoxicilina-acido-clavulanico-200mg-28-5-5ml-suspension,No,Si,MAVER,ANTIBIOTICO,MAVER,Unidad,7502009740497,,,,,,Si,255931,,01/10/2027,Si,2.00,,0.00,,$ 115.00,$ 23.00,,$ 22.50,No,,,,Si,Si
AMOXICILINA/ ACIDO CLAVULANICO 125MG-31.25/5ML SUSPENSION,amoxicilina-acido-clavulanico-125mg-31-25-5ml-suspension,No,Si,WANDEL  (PEDIATRICO),ANTIBIOTICO,,Unidad,7503001007236,,,,,,Si,,,,Si,0.00,,,,$ 110.00,$ 25.00,,$ 24.29,No,,,,Si,Si
AMOXICILINA 500MGT CAPSULA (12),amoxicilina-500mgt-capsula-12,No,Si,,ANTIBIOTICO,WANDEL,Unidad,7503001007052,,,,,,Si,C5412,,01/07/2027,Si,1.00,,0.00,,$ 95.00,$ 18.00,,$ 17.89,No,,,,Si,Si
AMOXICILINA 500 MG CAPSULAS,7502009745973,No,Si,MAVER,ANTIBIOTICO,MAVER,Unidad,7502009745973,,,,,,Si,,,,Si,0.00,,,,$ 95.00,$ 21.00,,$ 20.49,No,,,,Si,Si
AMOXICILINA  500mg CAPSULAS,amoxicilina-capsulas-500,No,Si,COLLINS,ANTIBIOTICO,COLLIN´S,Unidad,780083140663,,,,,,Si,,,,Si,0.00,,,,$ 95.00,$ 23.00,,$ 22.89,No,,,,Si,Si
AMOXICILINA 500MG CAPSULA(12),amoxicilina-500mg-capsula,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349021570,,,,,,Si,Q0625496,,01/06/2027,Si,1.00,,0.00,,$ 95.00,$ 20.00,,$ 19.89,No,,,,Si,Si
AMOXICILINA 500 MG/5ML  SUSPENCION,amoxicilina-500-mg5ml-suspencion,No,Si,,ANTIBIOTICO,WANDEL,Unidad,7503001007076,,,,,,Si,S4615,,01/10/2026,Si,1.00,,0.00,,$ 120.00,$ 29.00,,$ 28.19,Si,16%,No aplica,,Si,Si
AMOXICILINA 250MG CAPSULA,amoxicilina-250mg-capsula,No,Si,WANDEL,ANTIBIOTICO,,Unidad,7503001007281,,,,,,Si,,,,Si,0.00,,,,$ 88.00,$ 17.00,,$ 16.29,No,,,,Si,Si
AMOXICILINA 250MG/5ML SUSPENCION,amoxicilina-250mg5ml,No,Si,WANDEL,ANTIBIOTICO,,Unidad,7503001007069,,,,,,Si,,,,Si,0.00,,,,$ 100.00,$ 20.00,,$ 19.19,No,,,,Si,Si
AMLODIPINO 5MG TABLETA (30),amlodipino-5mg-tableta_3,No,Si,,MEDICAMENTO,ULTRA,Unidad,7502216790193,,,,,,Si,46M229A,,01/07/2026,Si,0.00,,0.00,,$ 95.00,$ 11.00,,$ 10.89,No,,,,No,Si
AMLODIPINO 5MG  TABLETA (30),amlodipino-5mg-30-tabletas,No,Si,ULTRA,MEDICAMENTO,ULTRA,Unidad,7502216793675,,,,,,Si,5GM226A,,01/07/2027,Si,1.00,,0.00,,$ 95.00,$ 13.00,,$ 12.19,No,,,,No,Si
AMLODIPINO 5MG  TABLETA (30),amlodipino-5mg-30-tabletas,No,Si,ULTRA,MEDICAMENTO,ULTRA,Unidad,7502216793675,,,,,,Si,5KM184D,,01/10/2027,Si,2.00,,0.00,,$ 95.00,$ 13.00,,$ 12.19,No,,,,No,Si
AMLODIPINO 5MG TABLETA (10) ,amlodipino-tab-5-mg-10-tab,No,Si,ULTRA LABORATORIO,MEDICAMENTO,,Unidad,7502216793231,,,,,,Si,,,,Si,0.00,,,,$ 75.00,$ 7.00,,$ 6.99,No,,,,No,Si
AMLODIPINO 5MG TABLETA (10),amlodipino-5mg-tableta,No,Si,AVIVIA,MEDICAMENTO,,Unidad,7502216804654,,,,,,Si,,,,Si,0.00,,,,$ 75.00,$ 7.00,,$ 6.79,No,,,,No,Si
AMIKACINA 500MG SOLUCION INYECTABLE ,amikacina-500mg-inyectable,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349021440,,,,,,Si,25J523,,01/06/2027,Si,4.00,,0.00,,$ 80.00,$ 17.00,,$ 16.29,No,,,,Si,Si
AMIKACINA 500MG/2ML SOLUCION INYECTABLE (2PIEZAS),amikacina-500mg-2ml-inyectable-2piezas,No,Si,AMSA,ANTIBIOTICO,AMSA,Unidad,7501349021488,,,,,,Si,25F522,,01/02/2027,Si,0.00,,0.00,,$ 150.00,$ 24.00,,$ 23.89,No,,,,Si,No
AMBROXOL/ TEOFILINA 7MG-1.5MG/mL JARABE,ambroxol-teofilina-7-0mg-1-5-mg-ml-jarabe,No,Si,NOVAG,MEDICAMENTO,NOVAG,Unidad,7501075723830,,,,,,Si,B90135,,01/04/2027,Si,1.00,,0.00,,$ 115.00,$ 31.00,,$ 30.49,No,,,,No,Si
AMBROXOL/ TEOFILINA 7MG-1.5MG/mL JARABE,ambroxol-teofilina-7-0mg-1-5-mg-ml-jarabe,No,Si,NOVAG,MEDICAMENTO,NOVAG,Unidad,7501075723830,,,,,,Si,B90195,,01/08/2027,Si,0.00,,0.00,,$ 115.00,$ 31.00,,$ 30.49,No,,,,No,Si
AMBROXOL/ TEOFILINA 0.700G-0.150G/100ML SOLUCION,ambroxol-teofilina-0-700g-0-150g-100ml-solucion,No,Si,MAVER,MEDICAMENTO,MAVER,Unidad,7502009747168,,,,,,Si,,,,Si,0.00,,,,$ 115.00,$ 35.00,,$ 34.29,No,,,,No,Si
AMBROXOL/ SALBUTAMOL 40MG-150MG/100ML SOLUCION,ambroxol-salbutamol-40mg-150mg-100ml-solucion,No,Si,MAVER,MEDICAMENTO,,Unidad,7502009740282,,,,,,Si,,,,Si,0.00,,,,$ 99.00,$ 27.00,,$ 26.29,No,,,,No,Si
AMBROXOL/ OXELADINA 225MG-200MG/100ML SOLUCION (ADULTO),ambroxol-oxeladina-225mg-200mg-100ml-solucion,No,Si,RAYERE- (ADULTO),MEDICAMENTO,,Unidad,7502003381153,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 31.00,,$ 30.49,No,,,,No,Si
AMBROXOL/ OXELADINA 0.200G/0.225G/120ML SOLUCION (ADULTO),ambroxol-oxeladina-0-200g-0-225g-120ml-solucion,No,Si,MAVER- (ADULTO),MEDICAMENTO,MAVER,Unidad,7502009745393,,,,,,Si,,,,Si,0.00,,,,$ 105.00,$ 45.00,,$ 44.59,No,,,,No,Si
AMBROXOL/ DEXTROMETORFANO 225MG-225MG/100ML SOLUCION (ADULTO),ambroxol-dextrometorfano-225mg-225mg-100ml-solucion,No,Si,MAVER- (ADULTO),MEDICAMENTO,MAVER,Unidad,7502009740268,,,,,,Si,244767,,01/08/2026,Si,1.00,,0.00,,$ 104.00,$ 28.00,,$ 27.69,No,,,,No,Si
AMBROXOL/ DEXTROMETORFANO 225MG-225MG/100ML JARABE (ADULTO),ambroxol-dextrometorfano-225mg-225mg-100ml-jarabe_2,No,Si,RUSSEK- (ADULTO),MEDICAMENTO,,Unidad,7502217889277,,,,,,Si,,,,Si,0.00,,,,$ 104.00,$ 20.66,,$ 20.66,No,,,,No,Si
AMBROXOL/ DEXTROMETORFANO 150MG-113MG/100ML JARABE (INFANTIL),ambroxol-dextrometorfano-150mg-113mg-100ml-jarabe,No,Si,RUSSEK- (INFANTIL),MEDICAMENTO,LOEFFLER,Unidad,7502211789284,,,,,,Si,R2406031,,01/06/2026,Si,1.00,,0.00,,$ 93.00,$ 27.00,,$ 26.19,No,,,,No,Si
AMBROXOL/ DEXTROMETORFANO 113MG-150MG/100ML SUSPENSION (INFANTIL),ambroxol-dextrometorfano-113mg-150mg-100ml-suspension,No,Si,DEGORT'S/CHEMICAL- (INFANTIL),MEDICAMENTO,,Unidad,7501825303817,,,,,,Si,,,,Si,0.00,,,,$ 93.00,$ 24.00,,$ 23.79,No,,,,No,Si
